0, 31, 31, 4, 11, 11,  9, 150ns
0, 23, 24, 5, 14, 18, 13, 200ns
0, 21, 22, 8, 20, 21, 16, 250ns
0, 21, 22, 8, 23, 25, 24, 300ns
