0, 31, 21, 1,  8,  9,  3,  8, 120ns
0, 31, 12, 3, 10, 14,  3,  4, 150ns
0, 31, 14, 5, 13, 21,  6,  7, 200ns
0, 20, 21, 8, 19, 23, 10, 11, 250ns
0, 20, 21, 7, 22, 27, 19,  1, 300ns
