0,  0, 27,  4,  8,  6,  8, 120ns
0,  0, 27,  5, 11,  7, 12, 150ns
0, 11, 23,  7, 14, 12, 17, 200ns
0, 20, 23, 10, 21, 25,  9, 250ns
